taxon,rho,pval,padj,sig,dir,func_guild,in_ml_top_taxa,colour_cat,label_set
Species|Enterocloster bolteae,-0.8988648090815273,3.990236717256869e-7,1.6314136711418912e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),top5
Class|Clostridia,-0.8885448916408669,8.394663545248568e-7,1.6314136711418912e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),top5
Genus|Mediterraneibacter,-0.8885448916408669,8.394663545248568e-7,1.6314136711418912e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),top5
Species|Pasteurellaceae bacterium Orientalotternb1,0.8844169246646028,1.107920999077685e-6,1.6314136711418912e-4,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),top5
Species|Enterocloster clostridioformis,-0.8802889576883386,1.4473368008429252e-6,1.704962751392966e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Vescimonas coprocola,-0.8740970072239421,2.1231300937836557e-6,1.9961945519961926e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Prevotella nigrescens,0.869969040247678,2.7112999008437056e-6,1.9961945519961926e-4,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),top5
Family|Lachnospiraceae,-0.869969040247678,2.711299900843725e-6,1.9961945519961926e-4,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Genus|Blautia,-0.8679050567595459,3.054546058934943e-6,1.999030698569646e-4,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Species|[Clostridium] symbiosum,-0.8658410732714138,3.4345106049678248e-6,2.0229267463260487e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Oscillospiraceae bacterium,-0.8617131062951496,4.317684006760882e-6,2.3119235272565087e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnospiraceae bacterium JLR.KK008,-0.8596491228070176,4.827997425048467e-6,2.3697420694612892e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Blautia producta,-0.8534571723426213,6.681541734969331e-6,3.027252370689951e-4,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Order|Eubacteriales,-0.8513931888544892,7.42168762562192e-6,3.1224100082080793e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Family|Oscillospiraceae,-0.845201238390093,1.0078952744608412e-5,3.9576687777162365e-4,TRUE,Dysbiosis-protecting,IBD-depleted,FALSE,IBD-depleted,guild
Species|Pseudoflavonifractor gallinarum,-0.8369453044375644,1.4859874205555088e-5,5.470291191919966e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Haemophilus influenzae,0.8348813209494323,1.63203675125438e-5,5.654527332287234e-4,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),top5
Family|Pasteurellaceae,0.8245614035087719,2.560823159881076e-5,7.182499243666499e-4,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),top5
Species|[Clostridium] scindens,-0.8245614035087719,2.5608231598810946e-5,7.182499243666499e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Faecalibacterium sp.,-0.8245614035087719,2.5608231598810946e-5,7.182499243666499e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Ihubacter sp. rT4E-8,-0.8245614035087719,2.5608231598810946e-5,7.182499243666499e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Firmicutes bacterium ASF500,-0.8224974200206399,2.7926170666106166e-5,7.465772628586443e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Claveliimonas bilis,-0.8204334365325078,3.042080527777158e-5,7.465772628586443e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Flavonifractor plautii,-0.8204334365325078,3.042080527777158e-5,7.465772628586443e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Roseburia hominis,-0.8163054695562436,3.598441737777756e-5,8.15185455211961e-4,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Candidatus Faecalibacterium intestinigallinarum,-0.8163054695562436,3.598441737777756e-5,8.15185455211961e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Flintibacter sp. KGMB00164,-0.8142414860681115,3.9076829456376884e-5,8.524537981409624e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Owariibacterium komagatae,-0.8121775025799794,4.23928389345877e-5,8.917636475882913e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnoclostridium phocaeense,-0.8101135190918474,4.594554343625302e-5,9.020641694651009e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Roseburia sp. 831b,-0.8101135190918474,4.594554343625302e-5,9.020641694651009e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lawsonibacter asaccharolyticus,-0.8080495356037152,4.974862279747091e-5,9.156855883659489e-4,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Streptococcus suis,0.8080495356037152,4.974862279747091e-5,9.156855883659489e-4,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),top5
Species|Blautia hydrogenotrophica,-0.8018575851393188,6.280599966390895e-5,0.0011209919333952233,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Sellimonas intestinalis,-0.7977296181630547,7.304134709663055e-5,0.001265333924703394,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Waltera intestinalis,-0.7936016511867905,8.465997360412666e-5,0.0014247064129380173,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Pilosibacter sp. YYHA0881,-0.7915376676986584,9.103407554058733e-5,0.0014491640673893497,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Clostridiales bacterium CCNA10,-0.7915376676986584,9.103407554058733e-5,0.0014491640673893497,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Rodentibacter caecimuris,0.7894736842105263,9.781072774060474e-5,0.0015160662799793736,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Hungatella sp. SB206,-0.7874097007223942,1.0501039271078129e-4,0.0015859261873500045,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Kineothrix sedimenti,-0.7853457172342622,1.126543102925679e-4,0.001618375335666402,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Ligilactobacillus,0.7853457172342622,1.126543102925679e-4,0.001618375335666402,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Streptococcus acidominimus,0.781217750257998,1.2936386013196713e-4,0.0018141741337554438,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Roseburia sp. 499,-0.7791537667698659,1.384760252264599e-4,0.001896799508334532,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Blautia massiliensis (ex Durand et al. 2017),-0.7770897832817338,1.4812554588688426e-4,0.0019387988117194406,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Oscillospiraceae bacterium LBM23126,-0.7770897832817338,1.4812554588688426e-4,0.0019387988117194406,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Pediococcus damnosus,0.7750257997936018,1.5833782693194334e-4,0.0020274126100633615,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Lachnospiraceae bacterium JLR.KK009,-0.7729618163054696,1.6913916228326046e-4,0.002119637586911498,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Oscillospiraceae bacterium NTUH-002-81,-0.7647058823529411,2.1879309769392725e-4,0.002684773636285899,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Sellimonas caecigallum,-0.7564499484004128,2.8021938721360353e-4,0.003368351409567602,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Ligilactobacillus faecis,0.7523219814241486,3.160085731232901e-4,0.003722580991392357,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Genus|Roseburia,-0.7481940144478845,3.5556828754260074e-4,0.004027494641588305,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Bibersteinia trehalosi,0.7481940144478845,3.5556828754260074e-4,0.004027494641588305,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Phylum|Bacillota,-0.7461300309597524,3.768588845993755e-4,0.004110553389426522,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Blautia wexlerae,-0.7461300309597524,3.768588845993755e-4,0.004110553389426522,TRUE,Dysbiosis-protecting,Acetate guild,FALSE,Acetate guild,guild
Species|Lacrimispora xylanisolvens,-0.7440660474716203,3.992105441266659e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lactonifactor longoviformis,-0.7440660474716203,3.992105441266659e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Mediterraneibacter gnavus,-0.7420020639834882,4.2266515033981364e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Mediterraneibacter flintii,-0.7420020639834882,4.2266515033981364e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Eisenbergiella porci,-0.7420020639834882,4.2266515033981364e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Eubacteriales bacterium,-0.7420020639834882,4.2266515033981364e-4,0.004149162892502504,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Rodentibacter pneumotropicus,0.7399380804953561,4.472657750928329e-4,0.0042490248633819125,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Clostridium sp. 10cd*,-0.7399380804953561,4.472657750928329e-4,0.0042490248633819125,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Mediterraneibacter glycyrrhizinilyticus,-0.737874097007224,4.7305669590900476e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Faecalimonas umbilicata,-0.737874097007224,4.7305669590900476e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Enterocloster,-0.7358101135190918,5.000834138759303e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerostipes hadrus,-0.7358101135190918,5.000834138759303e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Kineothrix sp. MB12-C1,-0.7358101135190918,5.000834138759303e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Butyricicoccus porcorum,-0.7358101135190918,5.000834138759303e-4,0.004331604864307691,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Haemophilus,0.7337461300309597,5.283926713947288e-4,0.00451048236886225,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lachnospiraceae bacterium GAM79,-0.7316821465428276,5.580324697729897e-4,0.004629311615440717,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Streptococcus danieliae,0.7316821465428276,5.580324697729897e-4,0.004629311615440717,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Coprococcus comes,-0.7296181630546955,5.890520866511493e-4,0.004818773319965652,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Pasteurellaceae bacterium NI1060,0.7275541795665634,6.215020932519374e-4,0.004880863105671882,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Lacrimispora,-0.7275541795665634,6.215020932519374e-4,0.004880863105671882,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Faecalicatena sp. Marseille-Q4148,-0.7275541795665634,6.215020932519374e-4,0.004880863105671882,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides fragilis,0.7234262125902993,6.909021305997825e-4,0.0052849526613411935,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Blautia sp.,-0.7234262125902993,6.909021305997825e-4,0.0052849526613411935,TRUE,Dysbiosis-protecting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Simiaoa sunii,-0.7213622291021672,7.279599242661499e-4,0.005427448042946358,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Vespertiliibacter pulmonis,0.7213622291021672,7.279599242661499e-4,0.005427448042946358,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Staphylococcus xylosus,0.717234262125903,8.07070648534505e-4,0.005942057649835293,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Bacteroidaceae,0.7131062951496389,8.932304748108555e-4,0.00641600914223895,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Lachnoclostridium,-0.7131062951496389,8.932304748108555e-4,0.00641600914223895,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Species|Hungatella hathewayi,-0.7110423116615068,9.391049276515922e-4,0.006584914314128426,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Subdoligranulum variabile,-0.7110423116615068,9.391049276515922e-4,0.006584914314128426,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Clostridium sp. SY8519,-0.7089783281733747,9.869258677951207e-4,0.006838815719192072,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Dysosmobacter sp. Marseille-Q4140,-0.7027863777089783,0.0011427190651563898,0.007736339418127742,TRUE,Dysbiosis-protecting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Mannheimia varigena,0.7027863777089783,0.0011427190651563878,0.007736339418127742,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Ruthenibacterium lactatiformans,-0.7007223942208461,0.0011989848082819988,0.008025023319069288,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Ligilactobacillus murinus,0.696594427244582,0.0013184382796678923,0.008658120366679496,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Bacteroides zhangwenhongii,0.6945304437564499,0.0013817713318639603,0.008658120366679496,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Phocaeicola dorei,0.6945304437564499,0.0013817713318639603,0.008658120366679496,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Prolixibacteraceae bacterium,0.6945304437564499,0.0013817713318639603,0.008658120366679496,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Dysosmobacter welbionis,-0.6945304437564499,0.0013817713318639603,0.008658120366679496,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerotruncus colihominis,-0.6945304437564499,0.0013817713318639603,0.008658120366679496,TRUE,Dysbiosis-protecting,IBD-depleted,FALSE,IBD-depleted,guild
Species|Bacteroides ovatus,0.6883384932920537,0.0015871002439845348,0.009737521288613448,TRUE,Dysbiosis-promoting,Propionate guild,FALSE,Propionate guild,guild
Order|Lachnospirales,-0.6883384932920537,0.001587100243984532,0.009737521288613448,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Pasteurella multocida,0.6862745098039216,0.0016609135348996636,0.009881596687433353,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Butyrivibrio,-0.6862745098039216,0.0016609135348996636,0.009881596687433353,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Faecalibacterium prausnitzii,-0.6862745098039216,0.0016609135348996636,0.009881596687433353,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Roseburia rectibacter,-0.6842105263157895,0.0017375461568507446,0.009936064916360083,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Sellimonas catena,-0.6842105263157895,0.0017375461568507446,0.009936064916360083,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerocolumna chitinilytica,-0.6842105263157895,0.0017375461568507446,0.009936064916360083,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Mannheimia,0.6842105263157895,0.001737546156850741,0.009936064916360083,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Coprococcus sp. ART55/1,-0.6821465428276574,0.0018170810177521742,0.010192959232914576,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|butyrate-producing bacterium SS3/4,-0.6821465428276574,0.0018170810177521742,0.010192959232914576,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnospiraceae bacterium oral taxon 096,-0.6780185758513932,0.0019851971899574475,0.010727349953072814,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Roseburia faecis,-0.6780185758513932,0.0019851971899574475,0.010727349953072814,TRUE,Dysbiosis-protecting,IBD-depleted,FALSE,IBD-depleted,guild
Genus|Anaerobutyricum,-0.6780185758513932,0.0019851971899574475,0.010727349953072814,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Rodentibacter,0.6780185758513932,0.0019851971899574475,0.010727349953072814,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia faecis,-0.671826625386997,0.0022613045197174986,0.011892038947442984,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaeromicropila herbilytica,-0.671826625386997,0.0022613045197174986,0.011892038947442984,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Thomasclavelia,0.671826625386997,0.0022613045197175117,0.011892038947442984,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Candidatus Scatomonas sp.,-0.6697626418988648,0.002360085188175536,0.012193773472240295,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Actinobacillus,0.6697626418988648,0.0023600851881755407,0.012193773472240295,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Alistipes dispar,-0.6676986584107327,0.002462394297708642,0.012291103740257544,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lachnospiraceae bacterium KGMB03038,-0.6676986584107327,0.002462394297708642,0.012291103740257544,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Order|Bacillales,-0.6676986584107327,0.002462394297708642,0.012291103740257544,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|[Pasteurella] aerogenes,0.6676986584107327,0.002462394297708642,0.012291103740257544,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia obeum,-0.6656346749226005,0.0025683279602937118,0.01239955056240161,TRUE,Dysbiosis-protecting,Acetate guild,FALSE,Acetate guild,guild
Species|Butyrivibrio sp. JL13D10,-0.6656346749226005,0.0025683279602937118,0.01239955056240161,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Ruminococcaceae bacterium BL-6,-0.6656346749226005,0.0025683279602937118,0.01239955056240161,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Mordavella massiliensis,-0.6656346749226005,0.0025683279602937118,0.01239955056240161,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides difficilis,0.6635706914344685,0.0026779839744573825,0.012823841958986979,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Chordicoccus furentiruminis,-0.6573787409700722,0.0030302895427941697,0.014393875328272306,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Agathobaculum sp. NTUH-O15-33,-0.6491228070175439,0.003558373943300945,0.01676705802083405,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Qiania dongpingensis,-0.6449948400412797,0.0038493730388244143,0.01785260409344551,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Clostridium sp. M62/1,-0.6449948400412797,0.0038493730388244143,0.01785260409344551,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Acinetobacter baumannii,0.6388028895768835,0.004322124802950016,0.019734352782461755,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Stomatobaculum sp. F0698,-0.6388028895768835,0.004322124802950028,0.019734352782461755,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Glaesserella sp. 15-184,0.6367389060887514,0.004489848099432214,0.020342465619735184,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Anaerostipes rhamnosivorans,-0.6346749226006192,0.00466284274887114,0.020806169538523496,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Muribacter muris,0.6346749226006192,0.00466284274887114,0.020806169538523496,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides pyogenes,0.6326109391124871,0.004841232347066894,0.020966807738400005,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Sporobacter sp.,-0.6326109391124871,0.004841232347066894,0.020966807738400005,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Ligilactobacillus animalis,0.6326109391124871,0.004841232347066894,0.020966807738400005,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Frederiksenia canicola,0.6326109391124871,0.004841232347066894,0.020966807738400005,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia pseudococcoides,-0.6264189886480908,0.005410032721793989,0.02325919177472014,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteriophage sp.,0.6243550051599587,0.005611272629892077,0.023949562166713286,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Dorea formicigenerans,-0.6222910216718266,0.005818551360831028,0.02430586348602465,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Species|Wansuia hejianensis,-0.6222910216718266,0.005818551360831028,0.02430586348602465,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Allocoprobacillus halotolerans,0.6222910216718266,0.005818551360831028,0.02430586348602465,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Glaesserella parasuis,0.6181630546955624,0.00625176273093408,0.02593160738394488,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Bacteroides sp.,0.6160990712074303,0.006477968358240649,0.02668198155946673,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Faecalibacterium,-0.6119711042311662,0.006950274712161301,0.028232495210089695,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|Eubacterium ramulus,-0.6119711042311662,0.006950274712161301,0.028232495210089695,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Coprococcus catus,-0.6099071207430341,0.007196658594982024,0.029033095290715148,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Species|uncultured Draconibacterium sp.,0.607843137254902,0.007450054518883079,0.02964920345690631,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Lactobacillaceae,0.607843137254902,0.007450054518883079,0.02964920345690631,TRUE,Dysbiosis-promoting,ML top taxa,TRUE,ML top taxa,ML top taxa
Species|Bacteroides acidifaciens,0.6037151702786379,0.007978467211182628,0.031539041526084353,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Lacrimispora sinapis,-0.6016511867905057,0.008253780479294327,0.03219520994903549,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bifidobacterium sp. ESL0825,0.6016511867905057,0.008253780479294327,0.03219520994903549,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides caccae,0.5995872033023736,0.008536698768223001,0.032863500486819325,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Clostridiaceae,-0.5995872033023736,0.008536698768223017,0.032863500486819325,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Dorea,-0.5975232198142415,0.008827374421547761,0.033761841131763844,TRUE,Dysbiosis-protecting,Lachnospiraceae / Butyrate,FALSE,Lachnospiraceae / Butyrate,guild
Species|Bacteroides salyersiae,0.5954592363261093,0.00912596140049312,0.034020197879053464,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia argi,-0.5954592363261093,0.00912596140049312,0.034020197879053464,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerobutyricum hallii,-0.5954592363261093,0.00912596140049312,0.034020197879053464,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Pusillibacter faecalis,-0.5954592363261093,0.00912596140049312,0.034020197879053464,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Sellimonas,-0.5933952528379772,0.00943261527195847,0.03450813910051888,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Oscillibacter hominis,-0.5933952528379772,0.00943261527195847,0.03450813910051888,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Massilistercora timonensis,-0.5933952528379772,0.00943261527195847,0.03450813910051888,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Phocaeicola vulgatus,0.5913312693498451,0.009747493195938673,0.03479559692368411,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Prevotella melaninogenica,0.5913312693498451,0.009747493195938673,0.03479559692368411,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Novisyntrophococcus fermenticellae,-0.5913312693498451,0.009747493195938673,0.03479559692368411,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Corynebacterium,0.5913312693498451,0.009747493195938673,0.03479559692368411,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Phocaeicola,0.5892672858617131,0.010070753912334262,0.03551900631356216,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Rodentibacter abscessus,0.5892672858617131,0.010070753912334262,0.03551900631356216,TRUE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Roseburia intestinalis,-0.5851393188854489,0.010743066498094572,0.03722156569045708,TRUE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,guild
Genus|Kineothrix,-0.5851393188854489,0.010743066498094572,0.03722156569045708,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Agathobacter rectalis,-0.5851393188854489,0.010743066498094572,0.03722156569045708,TRUE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
